Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
BAWLI HALT (BAOL),BAWLI HALT,BAOL,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
BEHTA HAZIPUR (BHHZ),BEHTA HAZIPUR,BHHZ,F,HG3,DLI,NR,GHAZIABAD,UTTAR PRADESH
BHAINSWAN (BASN),BHAINSWAN,BASN,F,HG3,DLI,NR,SONIPAT,HARYANA
BHAMBHEWA (BHMW),BHAMBHEWA,BHMW,F,HG3,DLI,NR,ROHTAK,HARYANA
BHANKALA (BNQL),BHANKALA,BNQL,F,HG3,DLI,NR,SAHARANPUR,UTTAR PRADESH
BHUDPUR (BDHP),BHUDPUR,BDHP,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
BINJHOL (BNJL),BINJHOL,BNJL,F,HG3,DLI,NR,PANIPAT,HARYANA
BUDHA KHERA (BKDE),BUDHA KHERA,BKDE,F,HG3,DLI,NR,JIND,HARYANA
BUTANA HALT (BUTN),BUTANA HALT,BUTN,F,HG3,DLI,NR,KARNAL,HARYANA
CHANAKYAPURI (CNKP),CHANAKYAPURI,CNKP,F,HG3,DLI,NR,SOUTH WEST,DELHI
CHANDER NAGAR HALT (CNJ),CHANDER NAGAR HALT,CNJ,F,HG3,DLI,NR,NORTH EAST,DELHI
DATEWAS (DTW),DATEWAS,DTW,F,HG3,DLI,NR,MANSA,PUNJAB
DHURANA (DHRN),DHURANA,DHRN,F,HG3,DLI,NR,SONIPAT,HARYANA
DIGHAL (DGHL),DIGHAL,DGHL,E,HG3,DLI,NR,JHAJJAR,HARYANA
DUHAI (DXH),DUHAI,DXH,F,HG3,DLI,NR,GHAZIABAD,UTTAR PRADESH
FAKHARPUR HALT (FAP),FAKHARPUR HALT,FAP,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
GAON BARODA (GNBA),GAON BARODA,GNBA,NA,HG3,DLI,NR,JIND,HARYANA
GEONG HALT (GXG),GEONG HALT,GXG,F,HG3,DLI,NR,KAITHAL,HARYANA
GOKALGARH (GKG),GOKALGARH,GKG,E,HG3,DLI,NR,REWARI,HARYANA
GOKULPUR SABOLI HALT (GPSL),GOKULPUR SABOLI HALT,GPSL,NA,HG3,DLI,NR,NORTH EAST,DELHI
GOTRA (GTRA),GOTRA,GTRA,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
GUJRAN-BALWA HALT (GLBN),GUJRAN-BALWA HALT,GLBN,F,HG3,DLI,NR,SHAMLI,UTTAR PRADESH
GURTHURI (GRZ),GURTHURI,GRZ,F,HG3,DLI,NR,JIND,HARYANA
HARHAR FATEHPUR (HHP),HARHAR FATEHPUR,HHP,F,HG3,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
HARSANA KALAN (HNN),HARSANA KALAN,HNN,F,HG3,DLI,NR,SONIPAT,HARYANA
ISHAPUR KHERI HALT (ISRI),ISHAPUR KHERI HALT,ISRI,F,HG3,DLI,NR,SONIPAT,HARYANA
ISRANA HALT (IRA),ISRANA HALT,IRA,F,HG3,DLI,NR,PANIPAT,HARYANA
JANDHERA HALT (JDHH),JANDHERA HALT,JDHH,F,HG3,DLI,NR,SAHARANPUR,UTTAR PRADESH
JASIA HALT (JSS),JASIA HALT,JSS,F,HG3,DLI,NR,ROHTAK,HARYANA
KAHANGARH HALT (KAGR),KAHANGARH HALT,KAGR,F,HG3,DLI,NR,MANSA,PUNJAB
KALWAN HALT (KLWN),KALWAN HALT,KLWN,F,HG3,DLI,NR,JIND,HARYANA
KARSINDHU HALT (KSDE),KARSINDHU HALT,KSDE,F,HG3,DLI,NR,JIND,HARYANA
KHANDARI HALT (KHDR),KHANDARI HALT,KHDR,F,HG3,DLI,NR,SONIPAT,HARYANA
KHANDRAWALI HALT (KZI),KHANDRAWALI HALT,KZI,F,HG3,DLI,NR,SHAMLI,UTTAR PRADESH
KIRTINAGAR HALT (KRTN),KIRTINAGAR HALT,KRTN,F,HG3,DLI,NR,WEST,DELHI
KOHAND HALT (KFU),KOHAND HALT,KFU,F,HG3,DLI,NR,KARNAL,HARYANA
KOTLI KALAN HALT (KTKL),KOTLI KALAN HALT,KTKL,F,HG3,DLI,NR,MANSA,PUNJAB
LAKHAN MAJRA HALT (LNMA),LAKHAN MAJRA HALT,LNMA,F,HG3,DLI,NR,ROHTAK,HARYANA
LALIT KHERA HALT (LTKR),LALIT KHERA HALT,LTKR,F,HG3,DLI,NR,JIND,HARYANA
LATH HALT (LATH),LATH HALT,LATH,F,HG3,DLI,NR,SONIPAT,HARYANA
LODHI COLONY (LDCY),LODHI COLONY,LDCY,F,HG3,DLI,NR,SOUTH,DELHI
MACHHRAULI (MHRI),MACHHRAULI,MHRI,E,HG3,DLI,NR,JHAJJAR,HARYANA
MAKRAULI (MKLI),MAKRAULI,MKLI,F,HG3,DLI,NR,ROHTAK,HARYANA
MANDAWALI CHANDER VI (MWC),MANDAWALI CHANDER VI,MWC,F,HG3,DLI,NR,NORTH EAST,DELHI
MOHANA HARYANA (MOHR),MOHANA HARYANA,MOHR,E,HG3,DLI,NR,SONIPAT,HARYANA
MUNDKA HALT (MQC),MUNDKA HALT,MQC,F,HG3,DLI,NR,WEST,DELHI
NARA HALT (NARA),NARA HALT,NARA,F,HG3,DLI,NR,PANIPAT,HARYANA
NARAINA VIHAR (NRVR),NARAINA VIHAR,NRVR,F,HG3,DLI,NR,CENTRAL,DELHI
NUSRATABAD KHARKHARI (NTG),NUSRATABAD KHARKHARI,NTG,F,HG3,DLI,NR,GHAZIABAD,UTTAR PRADESH
PABNAWAJAS MAHINDAR (PBJM),PABNAWAJAS MAHINDAR,PBJM,F,HG3,DLI,NR,KAITHAL,HARYANA
PALHAWAS (PLHW),PALHAWAS,PLHW,E,HG3,DLI,NR,REWARI,HARYANA
PANDU PINDARA HALT (PPDE),PANDU PINDARA HALT,PPDE,F,HG3,DLI,NR,JIND,HARYANA
PINDARSI HALT (PDS),PINDARSI HALT,PDS,F,HG3,DLI,NR,KURUKSHETRA,HARYANA
PRAGATI MAIDAN (PGMD),PRAGATI MAIDAN,PGMD,F,HG3,DLI,NR,CENTRAL,DELHI
QUTABPUR (QTP),QUTABPUR,QTP,F,HG3,DLI,NR,REWARI,HARYANA
RABHRA HALT (RBHR),RABHRA HALT,RBHR,F,HG3,DLI,NR,SONIPAT,HARYANA
RAJLU GARHI HALT (RUG),RAJLU GARHI HALT,RUG,F,HG3,DLI,NR,SONIPAT,HARYANA
ROHAD NAGAR (ROHN),ROHAD NAGAR,ROHN,F,HG3,DLI,NR,JHAJJAR,HARYANA
RUKHI HALT (RKX),RUKHI HALT,RKX,F,HG3,DLI,NR,SONIPAT,HARYANA
SARDAR PATEL ROAD (SDPR),SARDAR PATEL ROAD,SDPR,F,HG3,DLI,NR,SOUTH WEST,DELHI
SILA KHERI (SXE),SILA KHERI,SXE,F,HG3,DLI,NR,JIND,HARYANA
SILAWAR (SLWR),SILAWAR,SLWR,F,HG3,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
SONA ARJUNPUR (SNAP),SONA ARJUNPUR,SNAP,F,HG3,DLI,NR,SAHARANPUR,UTTAR PRADESH
SUJRA (SUJR),SUJRA,SUJR,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
SULTANPUR KALIAWAS (STKW),SULTANPUR KALIAWAS,STKW,F,HG3,DLI,NR,GURUGRAM,HARYANA
"SUNDERPUR
BARAHKALAN (SPBK)","SUNDERPUR
BARAHKALAN",SPBK,F,HG3,DLI,NR,ROHTAK,HARYANA
SUNEHRA (SFA),SUNEHRA,SFA,F,HG3,DLI,NR,BAGHPAT,UTTAR PRADESH
TAJ NAGAR (TNJR),TAJ NAGAR,TNJR,F,HG3,DLI,NR,GURUGRAM,HARYANA
USMANPUR DEHAT HALT (UPRD),USMANPUR DEHAT HALT,UPRD,NA,HG3,DLI,NR,SHAMLI,UTTAR PRADESH
DELHI JN. (DLI),DELHI JN.,DLI,A1,NSG1,DLI,NR,NORTH,DELHI
HAZRAT NIZAMUDDIN JN (NZM),HAZRAT NIZAMUDDIN JN,NZM,A1,NSG1,DLI,NR,SOUTH,DELHI
NEW DELHI (NDLS),NEW DELHI,NDLS,A1,NSG1,DLI,NR,CENTRAL,DELHI
ANAND VIHAR TERMINAL (ANVT),ANAND VIHAR TERMINAL,ANVT,A1,NSG2,DLI,NR,NORTH EAST,DELHI
DELHI-SARAI ROHILLA (DEE),DELHI-SARAI ROHILLA,DEE,A,NSG2,DLI,NR,NORTH WEST,DELHI
GHAZIABAD JN. (GZB),GHAZIABAD JN.,GZB,A,NSG2,DLI,NR,GHAZIABAD,UTTAR PRADESH
SONIPAT (SNP),SONIPAT,SNP,A,NSG2,DLI,NR,SONIPAT,HARYANA
DELHI CANTT. (DEC),DELHI CANTT.,DEC,A,NSG3,DLI,NR,SOUTH WEST,DELHI
DELHI-SHAHDARA JN. (DSA),DELHI-SHAHDARA JN.,DSA,A,NSG3,DLI,NR,NORTH EAST,DELHI
FARIDABAD (FDB),FARIDABAD,FDB,A,NSG3,DLI,NR,FARIDABAD,HARYANA
GURGAON (GGN),GURGAON,GGN,A,NSG3,DLI,NR,GURUGRAM,HARYANA
MEERUT CITY JN. (MTC),MEERUT CITY JN.,MTC,A,NSG3,DLI,NR,MEERUT,UTTAR PRADESH
MUZAFFARNAGAR (MOZ),MUZAFFARNAGAR,MOZ,A,NSG3,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
PALWAL (PWL),PALWAL,PWL,B,NSG3,DLI,NR,FARIDABAD,HARYANA
PANIPAT JN. (PNP),PANIPAT JN.,PNP,A,NSG3,DLI,NR,PANIPAT,HARYANA
ROHTAK JN. (ROK),ROHTAK JN.,ROK,A,NSG3,DLI,NR,ROHTAK,HARYANA
BAHADURGARH (BGZ),BAHADURGARH,BGZ,B,NSG4,DLI,NR,JHAJJAR,HARYANA
BALLABGARH (BVH),BALLABGARH,BVH,A,NSG4,DLI,NR,FARIDABAD,HARYANA
BARAUT (BTU),BARAUT,BTU,D,NSG4,DLI,NR,BAGHPAT,UTTAR PRADESH
FARIDABAD NEW TOWN (FDN),FARIDABAD NEW TOWN,FDN,B,NSG4,DLI,NR,FARIDABAD,HARYANA
GANAUR (GNU),GANAUR,GNU,D,NSG4,DLI,NR,SONIPAT,HARYANA
KARNAL (KUN),KARNAL,KUN,A,NSG4,DLI,NR,KARNAL,HARYANA
KURUKSHETRA JN. (KKDE),KURUKSHETRA JN.,KKDE,B,NSG4,DLI,NR,KURUKSHETRA,HARYANA
MODINAGAR (MDNR),MODINAGAR,MDNR,D,NSG4,DLI,NR,GHAZIABAD,UTTAR PRADESH
NANGLOI (NNO),NANGLOI,NNO,B,NSG4,DLI,NR,WEST,DELHI
NARELA (NUR),NARELA,NUR,D,NSG4,DLI,NR,NORTH WEST,DELHI
NOLI (NOLI),NOLI,NOLI,D,NSG4,DLI,NR,GHAZIABAD,UTTAR PRADESH
PALAM (PM),PALAM,PM,D,NSG4,DLI,NR,SOUTH WEST,DELHI
PATAUDI ROAD (PTRD),PATAUDI ROAD,PTRD,D,NSG4,DLI,NR,GURUGRAM,HARYANA
SADAR BAZAR (DSB),SADAR BAZAR,DSB,D,NSG4,DLI,NR,NORTH,DELHI
SAHIBABAD (SBB),SAHIBABAD,SBB,B,NSG4,DLI,NR,GHAZIABAD,UTTAR PRADESH
SHAKUR BASTI (SSB),SHAKUR BASTI,SSB,B,NSG4,DLI,NR,NORTH WEST,DELHI
TUGALAKABAD (TKD),TUGALAKABAD,TKD,D,NSG4,DLI,NR,SOUTH,DELHI
ADARSH NAGAR DELHI (ANDI),ADARSH NAGAR DELHI,ANDI,A,NSG5,DLI,NR,NORTH,DELHI
ASAOTI (AST),ASAOTI,AST,D,NSG5,DLI,NR,FARIDABAD,HARYANA
BADLI (BHD),BADLI,BHD,D,NSG5,DLI,NR,NORTH WEST,DELHI
BAGHPAT ROAD (BPM),BAGHPAT ROAD,BPM,D,NSG5,DLI,NR,BAGHPAT,UTTAR PRADESH
BUDHLADA (BLZ),BUDHLADA,BLZ,D,NSG5,DLI,NR,MANSA,PUNJAB
DELHI-KISHANGANJ (DKZ),DELHI-KISHANGANJ,DKZ,D,NSG5,DLI,NR,NORTH,DELHI
DELHI-SAFDAR JANG (DSJ),DELHI-SAFDAR JANG,DSJ,E,NSG5,DLI,NR,SOUTH WEST,DELHI
DEOBAND (DBD),DEOBAND,DBD,B,NSG5,DLI,NR,SAHARANPUR,UTTAR PRADESH
GARHI HARSARU JN. (GHH),GARHI HARSARU JN.,GHH,D,NSG5,DLI,NR,GURUGRAM,HARYANA
JAKHAL JN. (JHL),JAKHAL JN.,JHL,D,NSG5,DLI,NR,FATEHABAD,HARYANA
JIND JN. (JIND),JIND JN.,JIND,B,NSG5,DLI,NR,JIND,HARYANA
JULANA (JNA),JULANA,JNA,D,NSG5,DLI,NR,JIND,HARYANA
KAITHAL (KLE),KAITHAL,KLE,D,NSG5,DLI,NR,KAITHAL,HARYANA
KHATAULI (KAT),KHATAULI,KAT,D,NSG5,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
KHEKRA (KEX),KHEKRA,KEX,D,NSG5,DLI,NR,BAGHPAT,UTTAR PRADESH
MANSA (MSZ),MANSA,MSZ,D,NSG5,DLI,NR,MANSA,PUNJAB
MAUR (MAUR),MAUR,MAUR,E,NSG5,DLI,NR,BATHINDA,PUNJAB
MEERUT CANT (MUT),MEERUT CANT,MUT,A,NSG5,DLI,NR,MEERUT,UTTAR PRADESH
MURADNAGAR (MUD),MURADNAGAR,MUD,D,NSG5,DLI,NR,GHAZIABAD,UTTAR PRADESH
NARWANA JN. (NRW),NARWANA JN.,NRW,D,NSG5,DLI,NR,JIND,HARYANA
OKHLA (OKA),OKHLA,OKA,D,NSG5,DLI,NR,SOUTH EAST,DELHI
SAMALKHA (SMK),SAMALKHA,SMK,D,NSG5,DLI,NR,PANIPAT,HARYANA
SAMPLA (SPZ),SAMPLA,SPZ,D,NSG5,DLI,NR,JHAJJAR,HARYANA
SHAMLI (SMQL),SHAMLI,SMQL,D,NSG5,DLI,NR,SHAMLI,UTTAR PRADESH
SHIVAJI BRIDGE (CSB),SHIVAJI BRIDGE,CSB,D,NSG5,DLI,NR,CENTRAL,DELHI
SUBZI MANDI (SZM),SUBZI MANDI,SZM,B,NSG5,DLI,NR,NORTH,DELHI
TAPRI JN. (TPZ),TAPRI JN.,TPZ,D,NSG5,DLI,NR,SAHARANPUR,UTTAR PRADESH
TILAK BRIDGE (TKJ),TILAK BRIDGE,TKJ,D,NSG5,DLI,NR,CENTRAL,DELHI
TOHANA (TUN),TOHANA,TUN,D,NSG5,DLI,NR,FATEHABAD,HARYANA
VIVEK VIHAR (VVB),VIVEK VIHAR,VVB,D,NSG5,DLI,NR,NORTH EAST,DELHI
AMIN (AMIN),AMIN,AMIN,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
ASAUDAH (ASE),ASAUDAH,ASE,E,NSG6,DLI,NR,JHAJJAR,HARYANA
ASTHAL BOHAR (ABO),ASTHAL BOHAR,ABO,E,NSG6,DLI,NR,ROHTAK,HARYANA
BABARPUR (BBDE),BABARPUR,BBDE,E,NSG6,DLI,NR,PANIPAT,HARYANA
BAMANHERI (BMHR),BAMANHERI,BMHR,E,NSG6,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
BARETA (BRZ),BARETA,BRZ,E,NSG6,DLI,NR,MANSA,PUNJAB
BARSOLA (BZO),BARSOLA,BZO,E,NSG6,DLI,NR,JIND,HARYANA
BASAI DHANKOT (BDXT),BASAI DHANKOT,BDXT,E,NSG6,DLI,NR,GURUGRAM,HARYANA
BAZIDA JATAN (BZJT),BAZIDA JATAN,BZJT,E,NSG6,DLI,NR,KARNAL,HARYANA
BHAINI KHURD (BZK),BHAINI KHURD,BZK,E,NSG6,DLI,NR,KARNAL,HARYANA
BHODWAL MAJRI (BDMJ),BHODWAL MAJRI,BDMJ,E,NSG6,DLI,NR,PANIPAT,HARYANA
BIJWASAN (BWSN),BIJWASAN,BWSN,D,NSG6,DLI,NR,SOUTH WEST,DELHI
BISHANPUR HARYANA (BSPH),BISHANPUR HARYANA,BSPH,E,NSG6,DLI,NR,JIND,HARYANA
BRAR SQUARE (BRSQ),BRAR SQUARE,BRSQ,E,NSG6,DLI,NR,SOUTH WEST,DELHI
DAURALA (DRLA),DAURALA,DRLA,E,NSG6,DLI,NR,MEERUT,UTTAR PRADESH
DAYA BASTI (DBSI),DAYA BASTI,DBSI,D,NSG6,DLI,NR,NORTH,DELHI
DELHI-AZADPUR (DAZ),DELHI-AZADPUR,DAZ,D,NSG6,DLI,NR,NORTH WEST,DELHI
DHAMTAN SAHIB (DTN),DHAMTAN SAHIB,DTN,E,NSG6,DLI,NR,JIND,HARYANA
DHARODI (DHY),DHARODI,DHY,E,NSG6,DLI,NR,JIND,HARYANA
DHIRPUR (DPP),DHIRPUR,DPP,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
DHODA KHERI (DHKR),DHODA KHERI,DHKR,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
DHOLA MAJRA (DHMZ),DHOLA MAJRA,DHMZ,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
DIWANA (DWNA),DIWANA,DWNA,E,NSG6,DLI,NR,PANIPAT,HARYANA
DOBH BAHALI (DBHL),DOBH BAHALI,DBHL,NSG6,NSG6,DLI,NR,ROHTAK,HARYANA
FARUKHNAGAR (FN),FARUKHNAGAR,FN,E,NSG6,DLI,NR,GURUGRAM,HARYANA
GHARAUNDA (GRA),GHARAUNDA,GRA,E,NSG6,DLI,NR,KARNAL,HARYANA
GHASO (GSO),GHASO,GSO,E,NSG6,DLI,NR,JIND,HARYANA
GHEVRA (GHE),GHEVRA,GHE,E,NSG6,DLI,NR,WEST,DELHI
GOHANA (GHNA),GOHANA,GHNA,D,NSG6,DLI,NR,SONIPAT,HARYANA
GULDHAR (GUH),GULDHAR,GUH,E,NSG6,DLI,NR,GHAZIABAD,UTTAR PRADESH
HIMMATPURA (HMQ),HIMMATPURA,HMQ,E,NSG6,DLI,NR,FATEHABAD,HARYANA
HIND (HIND),HIND,HIND,E,NSG6,DLI,NR,SHAMLI,UTTAR PRADESH
HOLAMBI KALAN (HUK),HOLAMBI KALAN,HUK,E,NSG6,DLI,NR,NORTH WEST,DELHI
INCHHAPURI (IHP),INCHHAPURI,IHP,E,NSG6,DLI,NR,GURUGRAM,HARYANA
ISMAILA HARYANA (ISM),ISMAILA HARYANA,ISM,E,NSG6,DLI,NR,ROHTAK,HARYANA
JAI JAI WANTI (JJT),JAI JAI WANTI,JJT,E,NSG6,DLI,NR,JIND,HARYANA
JARAUDA NARA (JDW),JARAUDA NARA,JDW,E,NSG6,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
JATAULA JORI SAMPKA (JSKA),JATAULA JORI SAMPKA,JSKA,E,NSG6,DLI,NR,GURUGRAM,HARYANA
JHAJJAR (JHJ),JHAJJAR,JHJ,E,NSG6,DLI,NR,JHAJJAR,HARYANA
JIND CITY (JCY),JIND CITY,JCY,E,NSG6,DLI,NR,JIND,HARYANA
KALAYAT (KIY),KALAYAT,KIY,E,NSG6,DLI,NR,KAITHAL,HARYANA
KANDHLA (KQL),KANDHLA,KQL,E,NSG6,DLI,NR,SHAMLI,UTTAR PRADESH
KARAINTHI (KHV),KARAINTHI,KHV,E,NSG6,DLI,NR,ROHTAK,HARYANA
KATAR SINGH WALA (KZW),KATAR SINGH WALA,KZW,E,NSG6,DLI,NR,BATHINDA,PUNJAB
KHALILPUR (KIP),KHALILPUR,KIP,E,NSG6,DLI,NR,GURUGRAM,HARYANA
KHARAWAR (KRZ),KHARAWAR,KRZ,E,NSG6,DLI,NR,ROHTAK,HARYANA
KHERA KALAN (KHKN),KHERA KALAN,KHKN,E,NSG6,DLI,NR,NORTH WEST,DELHI
KHUKRANA (KURN),KHUKRANA,KURN,E,NSG6,DLI,NR,PANIPAT,HARYANA
KILA ZAFARGARH (KZH),KILA ZAFARGARH,KZH,E,NSG6,DLI,NR,JIND,HARYANA
KINANA (KIU),KINANA,KIU,E,NSG6,DLI,NR,JIND,HARYANA
KOT FATEH (KTF),KOT FATEH,KTF,E,NSG6,DLI,NR,BATHINDA,PUNJAB
LAJPAT NAGAR (LPNR),LAJPAT NAGAR,LPNR,E,NSG6,DLI,NR,SOUTH,DELHI
MADLAUDA (MLDE),MADLAUDA,MLDE,E,NSG6,DLI,NR,PANIPAT,HARYANA
MAISAR KHANA (MASK),MAISAR KHANA,MASK,E,NSG6,DLI,NR,BATHINDA,PUNJAB
MANANI (MNZ),MANANI,MNZ,E,NSG6,DLI,NR,SAHARANPUR,UTTAR PRADESH
MANGOLPURI (MGLP),MANGOLPURI,MGLP,D,NSG6,DLI,NR,NORTH WEST,DELHI
MANSURPUR (MSP),MANSURPUR,MSP,E,NSG6,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
MOHIUDDINPUR (MUZ),MOHIUDDINPUR,MUZ,E,NSG6,DLI,NR,MEERUT,UTTAR PRADESH
MOHRI (MOY),MOHRI,MOY,E,NSG6,DLI,NR,AMBALA,HARYANA
MUDLANA (MDLA),MUDLANA,MDLA,E,NSG6,DLI,NR,SONIPAT,HARYANA
NAGAL (NGL),NAGAL,NGL,E,NSG6,DLI,NR,SAHARANPUR,UTTAR PRADESH
NANAUTA (NNX),NANAUTA,NNX,E,NSG6,DLI,NR,SAHARANPUR,UTTAR PRADESH
NARINDARPURA (NPX),NARINDARPURA,NPX,E,NSG6,DLI,NR,MANSA,PUNJAB
NAULTHA (NLH),NAULTHA,NLH,E,NSG6,DLI,NR,PANIPAT,HARYANA
NAYA GHAZIABAD (GZN),NAYA GHAZIABAD,GZN,D,NSG6,DLI,NR,GHAZIABAD,UTTAR PRADESH
NILOKHERI (NLKR),NILOKHERI,NLKR,E,NSG6,DLI,NR,KARNAL,HARYANA
PABLI KHAS (PQY),PABLI KHAS,PQY,E,NSG6,DLI,NR,MEERUT,UTTAR PRADESH
PARTAPUR (PRTP),PARTAPUR,PRTP,E,NSG6,DLI,NR,MEERUT,UTTAR PRADESH
PATEL NAGAR (PTNR),PATEL NAGAR,PTNR,D,NSG6,DLI,NR,CENTRAL,DELHI
PATLI (PT),PATLI,PT,E,NSG6,DLI,NR,GURUGRAM,HARYANA
PEHOWA ROAD (PHWR),PEHOWA ROAD,PHWR,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
PILU KHERA (PKDE),PILU KHERA,PKDE,E,NSG6,DLI,NR,JIND,HARYANA
QASIMPUR KHERI (KPKI),QASIMPUR KHERI,KPKI,E,NSG6,DLI,NR,BAGHPAT,UTTAR PRADESH
RAMPUR MANIHARAN (RPMN),RAMPUR MANIHARAN,RPMN,E,NSG6,DLI,NR,SAHARANPUR,UTTAR PRADESH
RATHDHANA (RDDE),RATHDHANA,RDDE,E,NSG6,DLI,NR,SONIPAT,HARYANA
ROHANA KALAN (RNA),ROHANA KALAN,RNA,E,NSG6,DLI,NR,MUZAFFARNAGAR,UTTAR PRADESH
SADDA SINGHWALA (SSZ),SADDA SINGHWALA,SSZ,E,NSG6,DLI,NR,MANSA,PUNJAB
SAFIDON (SFDE),SAFIDON,SFDE,E,NSG6,DLI,NR,JIND,HARYANA
SAJUMA (SJM),SAJUMA,SJM,E,NSG6,DLI,NR,KAITHAL,HARYANA
SAKHOTI TANDA (SKF),SAKHOTI TANDA,SKF,E,NSG6,DLI,NR,MEERUT,UTTAR PRADESH
SAMAR GOPALPUR (SMF),SAMAR GOPALPUR,SMF,E,NSG6,DLI,NR,ROHTAK,HARYANA
SANDAL KALAN (SLKN),SANDAL KALAN,SLKN,E,NSG6,DLI,NR,SONIPAT,HARYANA
SAROJINI NAGAR (SOJ),SAROJINI NAGAR,SOJ,E,NSG6,DLI,NR,SOUTH,DELHI
SEWA NAGAR (SWNR),SEWA NAGAR,SWNR,E,NSG6,DLI,NR,SOUTH,DELHI
SHAHABAD MARKANDA (SHDM),SHAHABAD MARKANDA,SHDM,D,NSG6,DLI,NR,KURUKSHETRA,HARYANA
"SHAHABAD
MUHAMMADPUR (SMDP)","SHAHABAD
MUHAMMADPUR",SMDP,E,NSG6,DLI,NR,SOUTH WEST,DELHI
SIWAHA (SWDE),SIWAHA,SWDE,E,NSG6,DLI,NR,JIND,HARYANA
TALHERI BAZURG (THJ),TALHERI BAZURG,THJ,E,NSG6,DLI,NR,SAHARANPUR,UTTAR PRADESH
TARAORI (TRR),TARAORI,TRR,E,NSG6,DLI,NR,KARNAL,HARYANA
THANA BHAWAN (THBN),THANA BHAWAN,THBN,E,NSG6,DLI,NR,SHAMLI,UTTAR PRADESH
THANESAR CITY (TNDE),THANESAR CITY,TNDE,E,NSG6,DLI,NR,KURUKSHETRA,HARYANA
TIK (TIK),TIK,TIK,E,NSG6,DLI,NR,KAITHAL,HARYANA
UCHANA (UCA),UCHANA,UCA,E,NSG6,DLI,NR,JIND,HARYANA
BAJALTA (BLA),BAJALTA,BLA,E,HG2,FZR,NR,JAMMU,JAMMU AND KASHMIR
D.A.V. COLLEGE JALAN (DAVJ),D.A.V. COLLEGE JALAN,DAVJ,F,HG2,FZR,NR,FAZILKA,PUNJAB
GHAL KALAN (GKX),GHAL KALAN,GKX,E,HG2,FZR,NR,MOGA,PUNJAB
HILLAR SHAHABAD HALT (HRSB),HILLAR SHAHABAD HALT,HRSB,NA,HG2,FZR,NR,ANANTNAG,JAMMU AND KASHMIR
JHAWAR HALT (JHWR),JHAWAR HALT,JHWR,F,HG2,FZR,NR,GURDASPUR,PUNJAB
TALLI SAIDA SAHU (TSS),TALLI SAIDA SAHU,TSS,E,HG2,FZR,NR,FIROZEPUR,PUNJAB
AJIT GILL MATTA HALT (AJTM),AJIT GILL MATTA HALT,AJTM,F,HG3,FZR,NR,FARIDKOT,PUNJAB
BABA BAKALA RAIYA (BBKR),BABA BAKALA RAIYA,BBKR,F,HG3,FZR,NR,AMRITSAR,PUNJAB
BADHAI BALAMGARH HAL (BDBG),BADHAI BALAMGARH HAL,BDBG,F,HG3,FZR,NR,SRI MUKTSAR SAHIB,PUNJAB
BAHMNIWALA (BVW),BAHMNIWALA,BVW,NA,HG3,FZR,NR,FAZILKA,PUNJAB
BALLE-DA-PIR-LARATH (BLDL),BALLE-DA-PIR-LARATH,BLDL,F,HG3,FZR,NR,KANGRA,HIMACHAL PRADESH
BARYAL HIMACHAL (BRHL),BARYAL HIMACHAL,BRHL,F,HG3,FZR,NR,KANGRA,HIMACHAL PRADESH
BATALA SUGAR MILLS (BATM),BATALA SUGAR MILLS,BATM,F,HG3,FZR,NR,GURDASPUR,PUNJAB
BHAGSAR (BSGR),BHAGSAR,BSGR,F,HG3,FZR,NR,SRI MUKTSAR SAHIB,PUNJAB
BOPARAI HALT (BXO),BOPARAI HALT,BXO,F,HG3,FZR,NR,TARN TARAN,PUNJAB
BURJ MOHAR (BJMA),BURJ MOHAR,BJMA,F,HG3,FZR,NR,FAZILKA,PUNJAB
BUTEWALA (BWF),BUTEWALA,BWF,F,HG3,FZR,NR,FIROZEPUR,PUNJAB
CHAK PAKHEWALA (CKA),CHAK PAKHEWALA,CKA,F,HG3,FZR,NR,FAZILKA,PUNJAB
CHAK-RAKHWAL (CRWL),CHAK-RAKHWAL,CRWL,NA,HG3,FZR,NR,UDHAMPUR,JAMMU AND KASHMIR
CHAMUNDA MARG (CMMG),CHAMUNDA MARG,CMMG,F,HG3,FZR,NR,KANGRA,HIMACHAL PRADESH
CHAREWAN HALT (CWN),CHAREWAN HALT,CWN,F,HG3,FZR,NR,SRI MUKTSAR SAHIB,PUNJAB
